name,label
安神收涩平抑肝阳药.,Category
事林广记,Literature
"有湿热、实邪者忌服
①《本草经集注》：""得人参、牛黄良；畏石膏""
②《药性论》：""忌鱼""",Contraindication
重镇安神,Efficacy
潜阳补阴,Efficacy
止汗涩精,Efficacy
软坚散结,Efficacy
安神平抑肝阳药.,Category
乾坤生意,Literature
续传信方,Literature
脚气治法总要,Literature
如宜方,Literature
广西本草选编,Literature
血虚、腰痛非风湿不宜服,Contraindication
补肝肾、祛风湿、强腰膝,Efficacy
江西,Origin
福建等地,Origin
江西中草药学,Literature
伤寒蕴要,Literature
阴虚有热、肝虚有郁火、短涩赤黄，口苦舌干、小便不利者慎服,Contraindication
补虚润肺,Efficacy
强筋活络、清热解毒,Efficacy
祛风湿、利关节、解毒,Efficacy
无风湿者慎服、阴血不足者忌服，多服令人吐忌铁,Contraindication
止泻痢,Efficacy
四川㈡，药志,Literature
祛风散寒、除湿消肿、舒筋活血,Efficacy
孕妇及出血过多者忌服,Contraindication
壮筋骨,Efficacy
临床常用中药手册,Literature
中药材手册,Literature
阴虚内热者慎用，忌莱菔,Contraindication
活血祛瘀、祛风湿,Efficacy
止痉,Efficacy
广东及广西等地,Origin
医方类聚,Literature
血虚生风者慎服忌犯铁器,Contraindication
重庆草药,Literature
山西中草药,Literature
强筋骨,Efficacy
除风湿,Efficacy
益血,Efficacy
杨氏护命方,Literature
平肝和胃,Efficacy
去湿舒筋,Efficacy
广东等地,Origin
本草拾遣,Literature
天津中草药,Literature
传冢秘宝方,Literature
静月山人宇民间老中医整理,Literature
阴虚血燥者慎用,Contraindication
收敛止血,Efficacy
截疟,Efficacy
健胃,Efficacy
止痢,Efficacy
收敛止血药,Category
江西民间草药验方,Literature
静月山人于民间老中医整理,Literature
伪药条辨,Literature
非出血不止者不用表证发热者慎服,Contraindication
解毒止痛,Efficacy
舒筋活血,Efficacy
散瘀消肿,Efficacy
灵秘丹药笺,Literature
孙氏集效方,Literature
强筋骨、补虚补阳药,Category
外台秘要,Literature
赛金丹,Literature
和剂局方,Literature
瑞竹堂经验方,Literature
滇南本草图说,Literature
初痢勿用，怒气郁者禁用《本草经集注》：地黄为之使恶雷丸,Contraindication
消食化积,Efficacy
江西草药手册,Literature
止咳,Efficacy
内蒙古等地,Origin
河北中药手册,Literature
陕西植药调查,Literature
东北药植志,Literature
有小毒，粉碎加工时，部分人（过敏体质）会发生过敏反应,Contraindication
强筋壮骨,Efficacy
药典,Literature
阴虚火旺者慎服,Contraindication
血热、肝阳上亢、阴虚火旺者慎服不宜过量或长期服用,Contraindication
山东等地,Origin
本草原始,Literature
《中药志,Literature
有毒，内服用量不宜过大,Contraindication
浙江中药手册,Literature
不明确,Contraindication
干金方,Literature
本草蒙签,Literature
补肝肾、舒筋活络、益气血,Efficacy
广西药植名录,Literature
浙南本草新编,Literature
文山中草药,Literature
祛瘀止痛、解毒消肿,Efficacy
贵州及西藏,Origin
西昌中草药,Literature
有小毒，内服宜慎用孕妇慎用,Contraindication
祛风止痛,Efficacy
祛风湿清热药,Category
海南及广西,Origin
本草切要,Literature
脾胃虚弱及阴虚无湿热者忌服防己苦寒较甚，不宜大量使用，以免损伤胃气,Contraindication
祛风利湿、抗癌,Efficacy
体虚、无湿热者忌用,Contraindication
祛风通络,Efficacy
解毒消肿、清热除湿,Efficacy
广西实用中草药新选,Literature
浙江中药资源名录,Literature
广东中药,Literature
舒筋络,Efficacy
清虚热,Efficacy
珍珠囊,Literature
医学心悟,Literature
不知医必要,Literature
主治秘要,Literature
久痛虚羸，溲多、便滑者忌服,Contraindication
风寒湿痹,Efficacy
关节疼痛,Efficacy
肢体麻木,Efficacy
祛风湿散寒药,Category
有大毒，生品内服需严格经医嘱阴虚阳盛，热症疼痛及孕妇禁服,Contraindication
温经止痛,Efficacy
华北各省,Origin
医宗金鉴,Literature
云林神般,Literature
有大毒，生品内服需严格经医嘱；孕妇禁用；,Contraindication
祛风胜湿,Efficacy
散寒止痛,Efficacy
活幼新书,Literature
症因脉治,Literature
鸡峰,Literature
祛风除湿、通络止痛,Efficacy
全展选编五官科,Literature
外科精义,Literature
经验良方全集,Literature
气血虚弱、无风寒湿邪者及孕妇慎用威灵仙辛散走窜久服易伤正气,Contraindication
利尿通淋药,Category
本草正义,Literature
北海民间常用中草药手册,Literature
肾阴亏虚者慎用,Contraindication
清热利尿,Efficacy
通气下乳,Efficacy
甘肃中草药手册,Literature
安徽中药志,Literature
常用中草药图谱,Literature
气虚无湿热及孕妇患者慎服,Contraindication
利水通淋、清心降火,Efficacy
全国各地,Origin
民间验方,Literature
河南中草药手册,Literature
宝庆本草折衷,Literature
小便不禁、下焦虚寒禁服,Contraindication
中南,Origin
西南及山西,Origin
民间常用草药汇编,Literature
植物图鉴,Literature
凡阴疽诸毒，脾虚泄泻者，忌捣汁生服有湿性关节炎、肩周炎患者，用鲜品煎水熏洗可能会引起接触性皮炎,Contraindication
渗湿止泻,Efficacy
凉血解毒,Efficacy
药性沦,Literature
食医心鉴,Literature
干金要方,Literature
精滑不固者禁服,Contraindication
利湿通淋,Efficacy
阴疽、血虚及孕妇禁服凡阴疽诸毒，脾虚泄泻者，忌捣汁生服,Contraindication
解酒,Efficacy
止呕,Efficacy
止渴除烦,Efficacy
利大小便,Efficacy
我国华北,Origin
湖北等地,Origin
华山药物志,Literature
脾胃虚寒者禁服，多食发蛔虫、损齿,Contraindication
利尿通淋,Efficacy
清热止血,Efficacy
南昌医药,Literature
攻克慢性气管炎资料选编,Literature
《别录,Literature
阴虚及无湿热者忌服,Contraindication
中药精华,Literature
生生编,Literature
陕西中医,Literature
脾胃虚弱及阴虚患者慎服多服泄精气对动物有毒,Contraindication
健脾渗湿,Efficacy
除痹止泻,Efficacy
古人集验方,Literature
广州中医学院学报,Literature
独行方,Literature
祛风止痒,Efficacy
清湿热,Efficacy
内无湿热和小便过多禁服,Contraindication
清热解暑,Efficacy
祛湿敛疮,Efficacy
鲜溪单方选,Literature
脾虚气弱，精滑及热病津伤者忌服孕妇慎服,Contraindication
破血通经,Efficacy
脾、肾气虚及孕妇忌服,Contraindication
通乳,Efficacy
滑肠,Efficacy
解毒消痈,Efficacy
江苏药材志,Literature
中草药治肿瘤资料选编,Literature
忌茗、醋,Contraindication
利湿去浊,Efficacy
祛风通痹,Efficacy
陕西中医验方选编,Literature
肾虚阴亏者忌服,Contraindication
利水除湿,Efficacy
和血排脓,Efficacy
利水消肿药.,Category
产书方,Literature
妇人良方补遗,Literature
伤寒杂病论,Literature
赤小豆能通利水道故尿多、身体消瘦之人不能久食久食瘦人、令人枯燥，蛇咬者百日内忌之,Contraindication
益精明目,Efficacy
养血祛风,Efficacy
利水解毒,Efficacy
利水消肿药,Category
渗湿利水,Efficacy
益脾和胃,Efficacy
小便不利,Efficacy
证治要诀,Literature
德生堂经验方,Literature
阴虚而无湿热、虚寒滑精、气虚下陷者慎服,Contraindication
韩氏医通,Literature
本草述钩元,Literature
眼科锦囊,Literature
中级医刊,Literature
本草权度,Literature
"肺虚咳嗽、阴虚火旺者忌服《本经逢原》：""多食昏目、泄气、伤精""",Contraindication
利尿消肿,Efficacy
利湿消暑,Efficacy
江苏植药态,Literature
重庆堂随笔,Literature
因营养不良而致之虚肿慎用,Contraindication
行水消肿解毒,Efficacy
医林纂要•药性,Literature
行气宽中,Efficacy
行水消肿,Efficacy
传家秘宝方,Literature
济阴纲目,Literature
气虚体弱者慎用,Contraindication
泻肺平喘,Efficacy
福建中医药,Literature
肺寒无火及风寒咳嗽者禁服,Contraindication
祛痰平喘,Efficacy
金匮钩玄,Literature
阴虚火旺者忌服,Contraindication
解热止渴,Efficacy
健胃通淋,Efficacy
食经,Literature
泄热,Efficacy
平肝,Efficacy
利胆,Efficacy
降压,Efficacy
贵阳市秘方验方,Literature
全国中草,Literature
玉米须利尿力较强，若高血压病患者，小便频多时，宜注意饮用量鲜玉米须效果更好,Contraindication
通淋散结,Efficacy
简便方,Literature
阴寒水肿，虚寒滑泄者忌用,Contraindication
清肝利胆、健胃消食、利尿消肿,Efficacy
新疆,Origin
中国民族药志,Literature
据报道，菊苣中含致癌烃，其含量高于其他咖啡类饮料,Contraindication
行水消痰,Efficacy
便民方,Literature
兄弟省市中草药单方验方新医疗法选编,Literature
福建药物,Literature
抗癌中草药制剂,Literature
有毒，气血虚者和脾胃虚者慎用,Contraindication
热解毒,Efficacy
利湿,Efficacy
青海,Origin
新疆等地,Origin
脾胃虚寒者慎服勿多服以免损肾脏引起阳弱症,Contraindication
疏肝解郁,Efficacy
消肿通乳,Efficacy
新疆等地区,Origin
除烦,Efficacy
清热化痰,Efficacy
清热、化痰止咳平喘药,Category
类证活人书,Literature
金匮要隙,Literature
寒痰咳嗽、胃寒呕逆及脾虚泄泻者禁服,Contraindication
宣肺,Efficacy
祛痰,Efficacy
苏沈良方,Literature
散结解毒,Efficacy
日本,Origin
吉仁集验方,Literature
寒痰、湿痰及脾胃虚寒者慎服反乌头、草乌,Contraindication
清热润肺,Efficacy
化痰止咳,Efficacy
长白山植物药志,Literature
不宜与川乌、制川乌、草乌、制草乌、附子、天雄同用,Contraindication
甘肃南部,Origin
青海南部,Origin
云南及西藏,Origin
医级,Literature
安徽中医学院学报,Literature
汤液本草,Literature
本草经集庄,Literature
卫生杂兴,Literature
集效方,Literature
圣惠力,Literature
本草别说,Literature
利咽解毒,Efficacy
医界春秋,Literature
消痰化瘀,Efficacy
制酸止痛,Efficacy
常用中药八百味精要,Literature
山东药用动物,Literature
无痰积者不宜用,Contraindication
清肺火,Efficacy
化老痰,Efficacy
软坚,Efficacy
通淋,Efficacy
沿海各地,Origin
以渤海湾产量最大,Origin
医学从众录,Literature
虚寒咳嗽忌服多服损人血气,Contraindication
息风定惊,Efficacy
清化热痰药,Category
全国各地均有。,Origin
药品化义,Literature
痧证汇要,Literature
理瀹骈文,Literature
气血虚者忌服，孕妇慎服,Contraindication
清热涤痰,Efficacy
宽胸散结,Efficacy
润燥滑肠,Efficacy
伤寒类要,Literature
清肺利咽,Efficacy
疏肝和胃,Efficacy
生肌,Efficacy
云南通志,Literature
虚寒体质者慎用,Contraindication
清心定惊,Efficacy
止咳平喘清化热痰药,Category
日华子,Literature
春脚集,Literature
丁金元方,Literature
灰指甲、鹅掌风等皮肤病患者忌服孕妇禁用服药期间忌食萝卜、酸辣,Contraindication
消痰软坚,Efficacy
利水、止咳平喘药,Category
中国药用海洋生物,Literature
不宜与甘草同用脾胃虚寒者禁服,Contraindication
祛风止痉,Efficacy
止咳平喘温化寒痰药,Category
东北及山东等地,Origin
阎氏小儿方论,Literature
外科证治全书,Literature
祛痰通经,Efficacy
贵州等地,Origin
《文山中草药,Literature
温肺祛痰,Efficacy
平喘止咳,Efficacy
解毒散结止痛,Efficacy
黑龙江常用中草药手册,Literature
有毒，慎用血虚生风、内热生惊及孕妇慎服对皮肤粘膜有强烈的刺激作用,Contraindication
养血调经、平肝止痛、敛阴止汗,Efficacy
补虚补血药,Category
古今录验,Literature
广利方,Literature
岁时广记,Literature
不宜与藜芦同用虚寒性腹痛泄泻、小儿出麻疹期间者忌食,Contraindication
补血活血,Efficacy
热盛出血患者禁服、湿盛中满及大便溏泄者慎服,Contraindication
滋阴补血,Efficacy
益精填髓,Efficacy
柳洲医话,Literature
山西中医,Literature
内蒙古中医药,Literature
景岳全韦,Literature
脾胃虚弱，气滞痰多，腹满便溏者禁服,Contraindication
"止血
熟地黄：滋阴补血",Efficacy
清热凉血药,Category
补血滋阴,Efficacy
生津润燥,Efficacy
湃湖集简方,Literature
中药形性经验鉴别法,Literature
脾胃虚寒便溏者慎服,Contraindication
益精血,Efficacy
润肠燥,Efficacy
医灯续焰,Literature
唐氏方,Literature
患有慢性肠炎、便溏腹泻者忌食,Contraindication
补肾益精,Efficacy
养血淘燥,Efficacy
食物宜忌,Literature
食物考,Literature
医学大辞典,Literature
体质虚弱过食可能上火,Contraindication
补血止血、滋阴润燥,Efficacy
医门法律,Literature
痰火点雪,Literature
医林纂要·药性,Literature
脾胃虚弱者慎用（本品黏腻，有碍消化）,Contraindication
壮肾阳,Efficacy
调冲任,Efficacy
托疮毒,Efficacy
西北及内蒙古等地,Origin
中药学,Literature
通经止痛,Efficacy
活血调经药,Category
伤科方书,Literature
丹溪治法心要,Literature
血虚无气滞血瘀者及孕妇慎服,Contraindication
活血止痛药,Category
杂病源流犀烛,Literature
血虚无气滞血瘀及孕妇慎服,Contraindication
补脾益气,Efficacy
缓急止痛,Efficacy
祛痰止咳,Efficacy
调和诸药,Efficacy
补虚补气药,Category
华北,Origin
实证中满腹胀者忌服不宜与海藻、京大戟、红大戟、甘遂、芫花同用,Contraindication
滋阴养血,Efficacy
复脉定悸,Efficacy
益气通阳,Efficacy
不宜与海藻、京大戟、红大戟、甘遂、芫花同用,Contraindication
温肾助阳,Efficacy
通经活血,Efficacy
补虚补阳药,Category
孕妇忌服，过量可致大汗淋漓,Contraindication
温补肝肾,Efficacy
壮阳固精,Efficacy
暖腰膝,Efficacy
救急易方,Literature
小品方,Literature
食物本草,Literature
阴虚火旺者忌用,Contraindication
补肾益精、养肝明目、固胎止泄,Efficacy
于金月令,Literature
辽宁常用中草药手册,Literature
孕妇、血崩、阳强、便结、肾脏有火、阴虚火动，六者禁用,Contraindication
温肾壮阳,Efficacy
南海,Origin
民间方,Literature
异鱼图,Literature
北京市中药成方迸集,Literature
国医论坛,Literature
孕妇及阴虚阳亢者禁服,Contraindication
补肾阳,Efficacy
三宝归元方,Literature
方剂学,Literature
阴虚而相火易动者忌服,Contraindication
补肾润肠、益精血,Efficacy
宁夏中草药手册,Literature
本草衍义补遗,Literature
沙漠地区药用植物,Literature
阴虚火旺，阳道易举，脾虚泄泻及实热便秘者禁服长期食用可致便秘,Contraindication
润肠通便.,Efficacy
甘肃等地,Origin
锦方选集,Literature
医学指南,Literature
大便溏薄、实热便结、相火偏旺者不宜食用,Contraindication
暂未知,Contraindication
补肾助阳,Efficacy
广西等,Origin
甘肃中医验方集锦,Literature
温肾阳,Efficacy
中医研究工作资料汇编,Literature
草药单方临床病例经验汇编,Literature
万氏家抄方,Literature
阴虚火旺者禁服《雷公炮炙论》：勿犯铁，斑人须鬓,Contraindication
养肝明目,Efficacy
会约医镜,Literature
相火炽盛，阳强易举者忌服,Contraindication
温脾止泻,Efficacy
经验后方,Literature
伤寒保命集,Literature
补要袖珍小儿方论,Literature
重订瑞竹堂经验方,Literature
阴虚火热者禁服,Contraindication
补肾壮阳,Efficacy
中药鉴别手册,Literature
孕妇及阴虚火旺者忌服,Contraindication
温肺,Efficacy
助阳,Efficacy
制酸,Efficacy
叶氏录验方,Literature
外科理例,Literature
补肾,Efficacy
润肠,Efficacy
卫生杂志,Literature
传信适用方,Literature
萧大尹方,Literature
干金食治,Literature
补肺益肾,Efficacy
助阳益精,Efficacy
博济方,Literature
辨证录,Literature
温肾壮阳、补益精髓,Efficacy
广西药用动物,Literature
中国动物药,Literature
阴虚阳盛者忌用,Contraindication
温补命门、温肾壮阳,Efficacy
严氏济生方,Literature
止血化痰,Efficacy
河北中草药,Literature
有表邪者不宜,Contraindication
补中益气,Efficacy
健脾益肺,Efficacy
新医疗法资料汇编,Literature
青海省中医验方汇编,Literature
科学的民间药草,Literature
喉科紫珍集,Literature
实证、热证禁服；正虚邪实证不宜单独应用，不宜与黎芦同用,Contraindication
健脾胃,Efficacy
补肺气,Efficacy
草木便方,Literature
闽南本草,Literature
孕妇禁用，经期宜少食，食用过多会导致女性月经不调,Contraindication
补气养阴,Efficacy
清热生津,Efficacy
大众中医药,Literature
中西医结合杂志,Literature
中阳衰微、胃有寒湿者忌服禁忌喝茶禁忌24小时内食用萝卜不宜与藜芦同用,Contraindication
补益脾肺,Efficacy
辽宁中医杂志,Literature
表实邪盛者不宜用,Contraindication
大补元气,Efficacy
复脉固脱,Efficacy
益气摄血,Efficacy
安神,Efficacy
临床验方集,Literature
滋补强壮,Efficacy
散瘀止痛,Efficacy
止血祛痰,Efficacy
西藏等地,Origin
湖南农村常用中草药手册,Literature
孕妇忌服无虚无瘀者不宜,Contraindication
益气健脾,Efficacy
活血脉,Efficacy
陕甘宁青中草药,Literature
补气安神,Efficacy
杭州药用植物志,Literature
出血性疾病、过敏体质者及有出血倾向慎用，实证及外感初起者忌用,Contraindication
补益心脾,Efficacy
养血安神,Efficacy
补脾养胃,Efficacy
生津益肺,Efficacy
补肾涩精,Efficacy
濒湖经验方,Literature
益气活血,Efficacy
通脉平喘,Efficacy
现代实用本草,Literature
西藏常用中草药,Literature
中医药大辞典,Literature
儿童，孕妇慎用,Contraindication
延安地区中草药手册,Literature
中国药植图鉴,Literature
醒园录,Literature
湿盛、痰凝、食滞、虫积及龋齿作痛、痰热咳嗽者慎用,Contraindication
补脾和中,Efficacy
化湿消暑,Efficacy
仁存堂经验方,Literature
患寒热病者、冷气人勿食，患疟者忌食生用研末服宜慎,Contraindication
止咳祛痰,Efficacy
民间常用草药,Literature
脾胃虚寒慎用,Contraindication
温肾补精、养血益气,Efficacy
各大正规医院。,Origin
养老奉亲书,Literature
刘氏经验方,Literature
诸证辨疑,Literature
脾虚湿困食少者慎服，表邪未解及内有实邪者禁服阴虚患者不宜单用,Contraindication
补肾清肝、明目、利尿,Efficacy
脾胃虚寒，大便溏泻者慎服,Contraindication
补气健脾,Efficacy
燥湿利水,Efficacy
健脾安胎,Efficacy
夏子益治奇疾方,Literature
补气益肺,Efficacy
祛暑生津,Efficacy
脾胃虚寒者慎服，不宜与藜芦、五灵脂同用,Contraindication
补气养血,Efficacy
抗癌,Efficacy
凉血止血药,Category
各地还有人工栽培,Origin
静月山人亲身经验方,Literature
惠济方,Literature
药用寄生,Literature
虚寒溏泻者慎服,Contraindication
活血,Efficacy
化饮,Efficacy
止泻,Efficacy
活血止血药,Category
西北及黑龙江,Origin
文堂集验方,Literature
脾胃虚寒不建议长期单独服用,Contraindication
解毒消肿、清热利湿、凉血止血,Efficacy
我国西北,Origin
华南和西南各地,Origin
解毒敛疮,Efficacy
全国中草药新疗法资料展览会选编,Literature
宣明方,Literature
沈氏尊生书,Literature
宁夏中草药,Literature
虚寒出血或有淤者慎服多服伤胃大面积烧烫伤病人不宜使用地榆外涂,Contraindication
通经,Efficacy
祛瘀,Efficacy
葛祖方,Literature
江苏验方草药选编,Literature
脾胃虚寒、无瘀滞者慎服,Contraindication
散瘀,Efficacy
胃弱泄泻者勿服；诸病不由血热者不宜用,Contraindication
滋补肝肾,Efficacy
脾肾虚寒者忌服,Contraindication
清肝泻火,Efficacy
集简方,Literature
箧中秘宝方,Literature
杜氏家抄方,Literature
医学启蒙,Literature
脾胃虚寒、阴虚发热而无实火慎用,Contraindication
动植物民间药,Literature
深师方,Literature
谈野翁方,Literature
南方主要有毒植物,Literature
江苏省中草药新医疗法展览资料选编,Literature
脾胃虚寒，溲多不渴者忌服忌犯铁器切制白茅根忌用水浸泡，以免钾盐丢失,Contraindication
和脾,Efficacy
利水,Efficacy
分布全国各地都有。,Origin
广西中草药,Literature
便清泄泻、阴虚火旺、目疾、疮疡、热感冒者或体弱者者不宜便溏者慎食,Contraindication
清热泻火,Efficacy
寿世保元,Literature
杨氏简易方,Literature
陈氏产宝,Literature
脾胃虚寒及孕妇忌服,Contraindication
通便,Efficacy
江西民间草药,Literature
有小毒，内服谨慎脾胃虚寒、泄泻少食者慎用,Contraindication
清热解毒、消炎利尿,Efficacy
清热解毒药,Category
常用中草药彩色图谱,Literature
常用青草药选编,Literature
云南中草蓟,Literature
福建中草药处方,Literature
长江,Origin
丘陵,Origin
路边较湿润的地方,Origin
天宝本草,Literature
孕妇忌用，老弱气虚者少用,Contraindication
温中止血,Efficacy
止呕止泻,Efficacy
本草纲目·土部·伏龙肝,Literature
出血、呕吐、泄泻属热证、呕吐反胃者禁服,Contraindication
止带止痢,Efficacy
脾胃虚弱者慎用,Contraindication
活血止血,Efficacy
利湿解毒,Efficacy
岭南釆药录,Literature
福鼎本草,Literature
止血生肌、敛疮定痛,Efficacy
万氏秘传外科心法,Literature
降血压,Efficacy
本革拾遗,Literature
闽东民间草药,Literature
闽东草药,Literature
虚寒出血患者慎服,Contraindication
消肿生肌,Efficacy
喉科心法,Literature
医醇媵义,Literature
外感咳血，肺痈初起及肺胃有实热者忌服,Contraindication
忌铁器,Contraindication
收湿生肌敛疮,Efficacy
云南西双版纳地区,Origin
现广东,Origin
福建有栽培,Origin
饮膳正要,Literature
海上仙方,Literature
全国中草药新医疗法展览会资料选编,Literature
寒湿之证禁服,Contraindication
止血活血,Efficacy
收敛止痛,Efficacy
禹讲师经验方,Literature
孕妇慎用部分人服后有恶心，腹胀，呕吐，手麻，头晕等反应，不宜过量,Contraindication
拔毒生肌,Efficacy
脾胃虚寒者忌用,Contraindication
清热凉血,Efficacy
解毒疗疮,Efficacy
常用中草药,Literature
血热相宜、血虚、汗多亡阳、泄泻不止者忌服，白薇恶黄芪、大黄、大戟、干姜、干漆、大枣、山茱萸,Contraindication
活血散结,Efficacy
海南等地,Origin
民族药志,Literature
《湖南药物志,Literature
江西中草药,Literature
阴虚火旺及孕妇禁服忌食酸、辣、萝卜等食物,Contraindication
解表散寒,Efficacy
行气和胃,Efficacy
辛温解表药,Category
全国各地均有栽培。,Origin
海上名方,Literature
本草逢原,Literature
温病及气弱表虚者忌服久服泄人真气,Contraindication
南京地区常用中草药,Literature
有小毒、勿过量孕妇慎服,Contraindication
解毒散结,Efficacy
滋阴降火,Efficacy
吉人集验方,Literature
脾胃有湿及脾虚便溏者忌服《雷公炮炙论》：使用时勿令犯铜，饵之噎人喉，丧人目,Contraindication
升发清阳,Efficacy
凉血熄风,Efficacy
我国南方各地,Origin
孕妇忌服注意：此红丝线非粤北、东江地区常用的跌打、风湿草药红丝线,Contraindication
江西中药,Literature
云南中医验方,Literature
凉血除蒸,Efficacy
清肺降火,Efficacy
全国各省区,Origin
仁术便览,Literature
凉血止痢,Efficacy
燥湿杀虫,Efficacy
虚寒泻痢忌服,Contraindication
止咳利尿,Efficacy
河北及东北,Origin
四川等地,Origin
中药新编,Literature
血虚者慎服,Contraindication
活血散瘀,Efficacy
血虚有寒，孕妇及月经过多者慎服,Contraindication
解毒透疹,Efficacy
幼科金针,Literature
胃肠虚弱、大便滑泄者慎服忌水洗《本草经疏》：痘疮家气虚脾胃弱、泄泻不思食、小便清利者，俱禁用,Contraindication
凉血消斑,Efficacy
我国东北,Origin
及广东等地,Origin
谈翁试验方,Literature
重订通俗伤寒论,Literature
端效方,Literature
明目经验方,Literature
中寒者勿服,Contraindication
散风热,Efficacy
清头目,Efficacy
除烦渴,Efficacy
《纲目拾遗,Literature
疏风清热,Efficacy
清热泻火药,Category
华北等地,Origin
本草推陈,Literature
山西中药志,Literature
苏州本产药材,Literature
镇惊开窍,Efficacy
至宝方,Literature
兵部手集方,Literature
"寒嗽及脾虚便溏者忌服《纲目》：""姜汁为之使""",Contraindication
清暑涤热,Efficacy
生津止渴,Efficacy
排脓消肿,Efficacy
我国西南,Origin
华南及陕西,Origin
苷济方,Literature
脾胃虚寒大便滑泄者忌服,Contraindication
通脉解毒,Efficacy
非实热者慎用；恶巴豆,Contraindication
泻热,Efficacy
润燥,Efficacy
口齿类要,Literature
良方集腋,Literature
赵氏经验方,Literature
日华子木草,Literature
水肿、呕吐者着禁服,Contraindication
祛风热,Efficacy
清泄肝火,Efficacy
我国大部分地区,Origin
肝肾虚及青光眼患者忌用，肝虚目疾不宜单用,Contraindication
除烦止渴,Efficacy
广东省惠阳地区中草药,Literature
浙江民间常用中草药手册,Literature
孙真人食忌,Literature
福州中草药临床手册,Literature
无实火、湿热者慎服，体虚有寒者禁服孕妇、肾亏尿频者忌服,Contraindication
清暑,Efficacy
消食,Efficacy
化痰,Efficacy
除烦止呕,Efficacy
金匮玉函方,Literature
玄感传尸方,Literature
湖南中草药单方验方选编,Literature
百病良方,Literature
脾胃虚寒者忌服因寒霍乱阼胀，因寒呕吐勿服,Contraindication
丹溪纂要,Literature
药类法象,Literature
苦寒，不宜久服，脾虚便溏者忌服,Contraindication
伤寒总病论,Literature
明目方,Literature
陕西新医药,Literature
保寿堂经验方,Literature
喉科秘诀,Literature
脾胃虚寒及血虚、阴虚发热者忌服恶巴豆畏铁,Contraindication
清暑解热,Efficacy
止渴,Efficacy
种福堂公选良方,Literature
要药分剂,Literature
中寒湿盛者忌用,Contraindication
清热燥湿,Efficacy
泻肝定惊,Efficacy
履?岩本草,Literature
飞鸿集,Literature
幼科类萃,Literature
脾胃虚弱作泄及无湿热实火者忌服，勿空腹服用,Contraindication
清暑解表,Efficacy
去湿消滞,Efficacy
消炎止痒,Efficacy
野生或栽培,Origin
惠州地区中草药,Literature
惠阳地区中草药,Literature
清热养肝,Efficacy
