prescription,target,usage_method
黛蛤散,百日咳,①古代用法：用淡齑水，滴麻油数点调服。②现代用法：以上二味，粉碎成细粉，过筛，混匀，即得。一日1次，一次6g，布包水煎服，或温水调服，或随处方入煎剂。
黛蛤散,肺结核,①古代用法：用淡齑水，滴麻油数点调服。②现代用法：以上二味，粉碎成细粉，过筛，混匀，即得。一日1次，一次6g，布包水煎服，或温水调服，或随处方入煎剂。
猪苓汤,水热互结,水煎服
猪苓汤,邪热伤阴,水煎服
猪苓汤,小便不利,水煎服
猪苓汤,发热,水煎服
猪苓汤,口渴欲饮,水煎服
猪苓汤,心烦不寐,水煎服
猪苓汤,咳嗽,水煎服
猪苓汤,呕恶,水煎服
猪苓汤,下利,水煎服
猪苓汤,复发性尿路感染,水煎服
猪苓汤,肾病综合征,水煎服
猪苓汤,乙肝肝硬化腹水,水煎服
猪苓汤,颅脑损伤,水煎服
三才封髓丹,阴虚火旺,将上述药物粉碎后，用米糊制成丸剂，每日服用3次，每次服用10克。亦可作水煎剂。
三才封髓丹,相火妄动,将上述药物粉碎后，用米糊制成丸剂，每日服用3次，每次服用10克。亦可作水煎剂。
三才封髓丹,扰动精室之梦遗滑精,将上述药物粉碎后，用米糊制成丸剂，每日服用3次，每次服用10克。亦可作水煎剂。
三才封髓丹,失眠多梦,将上述药物粉碎后，用米糊制成丸剂，每日服用3次，每次服用10克。亦可作水煎剂。
三才封髓丹,腰膝酸软,将上述药物粉碎后，用米糊制成丸剂，每日服用3次，每次服用10克。亦可作水煎剂。
三才封髓丹,五心烦热,将上述药物粉碎后，用米糊制成丸剂，每日服用3次，每次服用10克。亦可作水煎剂。
三才封髓丹,口舌干燥,将上述药物粉碎后，用米糊制成丸剂，每日服用3次，每次服用10克。亦可作水煎剂。
三才封髓丹,早泄,将上述药物粉碎后，用米糊制成丸剂，每日服用3次，每次服用10克。亦可作水煎剂。
三才封髓丹,虚火牙痛,将上述药物粉碎后，用米糊制成丸剂，每日服用3次，每次服用10克。亦可作水煎剂。
三才封髓丹,脊髓空洞症,将上述药物粉碎后，用米糊制成丸剂，每日服用3次，每次服用10克。亦可作水煎剂。
三才封髓丹,痤疮,将上述药物粉碎后，用米糊制成丸剂，每日服用3次，每次服用10克。亦可作水煎剂。
三才封髓丹,慢性乙型肝炎,将上述药物粉碎后，用米糊制成丸剂，每日服用3次，每次服用10克。亦可作水煎剂。
增液承气汤,阳明温病,水八杯，煮取二杯，先服一杯，不知，再服。
增液承气汤,热结阴亏,水八杯，煮取二杯，先服一杯，不知，再服。
增液承气汤,燥屎不行,水八杯，煮取二杯，先服一杯，不知，再服。
增液承气汤,下之不通,水八杯，煮取二杯，先服一杯，不知，再服。
增液承气汤,津液不足,水八杯，煮取二杯，先服一杯，不知，再服。
增液承气汤,无水舟停,水八杯，煮取二杯，先服一杯，不知，再服。
增液承气汤,功能性便秘,水八杯，煮取二杯，先服一杯，不知，再服。
增液承气汤,糖尿病性便秘,水八杯，煮取二杯，先服一杯，不知，再服。
增液承气汤,急性有机磷农药中毒,水八杯，煮取二杯，先服一杯，不知，再服。
增液承气汤,产后尿潴留,水八杯，煮取二杯，先服一杯，不知，再服。
半夏秫米汤,失眠,上二味，以流水600毫升，煮取360毫升，每次服180毫升，每日2次分服。
半夏秫米汤,眩晕,上二味，以流水600毫升，煮取360毫升，每次服180毫升，每日2次分服。
半夏秫米汤,情志病,上二味，以流水600毫升，煮取360毫升，每次服180毫升，每日2次分服。
半夏秫米汤,慢性胃炎,上二味，以流水600毫升，煮取360毫升，每次服180毫升，每日2次分服。
半夏秫米汤,带状疱疹后遗痛,上二味，以流水600毫升，煮取360毫升，每次服180毫升，每日2次分服。
三圣散,中风舌强不语,上为细末，每服三钱匕；用鹅梨汁半盏，皂角末一钱匕，浓煎汤一合，于梨汁相和调下，须臾吐出涎毒，便能语。各为粗末。每服约15克，以韭汁300毫升，先用200毫升，煎三五沸，去韭汁，次人l00毫升，煎至三沸，却将原煎韭汁，同一处熬二沸，去滓澄清，放温，徐徐服之。不必尽剂，以吐为度。
三圣散,中风闭证,上为细末，每服三钱匕；用鹅梨汁半盏，皂角末一钱匕，浓煎汤一合，于梨汁相和调下，须臾吐出涎毒，便能语。各为粗末。每服约15克，以韭汁300毫升，先用200毫升，煎三五沸，去韭汁，次人l00毫升，煎至三沸，却将原煎韭汁，同一处熬二沸，去滓澄清，放温，徐徐服之。不必尽剂，以吐为度。
三圣散,失者闷乱,上为细末，每服三钱匕；用鹅梨汁半盏，皂角末一钱匕，浓煎汤一合，于梨汁相和调下，须臾吐出涎毒，便能语。各为粗末。每服约15克，以韭汁300毫升，先用200毫升，煎三五沸，去韭汁，次人l00毫升，煎至三沸，却将原煎韭汁，同一处熬二沸，去滓澄清，放温，徐徐服之。不必尽剂，以吐为度。
三圣散,口眼喎斜,上为细末，每服三钱匕；用鹅梨汁半盏，皂角末一钱匕，浓煎汤一合，于梨汁相和调下，须臾吐出涎毒，便能语。各为粗末。每服约15克，以韭汁300毫升，先用200毫升，煎三五沸，去韭汁，次人l00毫升，煎至三沸，却将原煎韭汁，同一处熬二沸，去滓澄清，放温，徐徐服之。不必尽剂，以吐为度。
三圣散,不省人事,上为细末，每服三钱匕；用鹅梨汁半盏，皂角末一钱匕，浓煎汤一合，于梨汁相和调下，须臾吐出涎毒，便能语。各为粗末。每服约15克，以韭汁300毫升，先用200毫升，煎三五沸，去韭汁，次人l00毫升，煎至三沸，却将原煎韭汁，同一处熬二沸，去滓澄清，放温，徐徐服之。不必尽剂，以吐为度。
三圣散,牙关紧闭,上为细末，每服三钱匕；用鹅梨汁半盏，皂角末一钱匕，浓煎汤一合，于梨汁相和调下，须臾吐出涎毒，便能语。各为粗末。每服约15克，以韭汁300毫升，先用200毫升，煎三五沸，去韭汁，次人l00毫升，煎至三沸，却将原煎韭汁，同一处熬二沸，去滓澄清，放温，徐徐服之。不必尽剂，以吐为度。
三圣散,癫痫,上为细末，每服三钱匕；用鹅梨汁半盏，皂角末一钱匕，浓煎汤一合，于梨汁相和调下，须臾吐出涎毒，便能语。各为粗末。每服约15克，以韭汁300毫升，先用200毫升，煎三五沸，去韭汁，次人l00毫升，煎至三沸，却将原煎韭汁，同一处熬二沸，去滓澄清，放温，徐徐服之。不必尽剂，以吐为度。
三圣散,浊痰壅塞胸中,上为细末，每服三钱匕；用鹅梨汁半盏，皂角末一钱匕，浓煎汤一合，于梨汁相和调下，须臾吐出涎毒，便能语。各为粗末。每服约15克，以韭汁300毫升，先用200毫升，煎三五沸，去韭汁，次人l00毫升，煎至三沸，却将原煎韭汁，同一处熬二沸，去滓澄清，放温，徐徐服之。不必尽剂，以吐为度。
三圣散,误食毒物,上为细末，每服三钱匕；用鹅梨汁半盏，皂角末一钱匕，浓煎汤一合，于梨汁相和调下，须臾吐出涎毒，便能语。各为粗末。每服约15克，以韭汁300毫升，先用200毫升，煎三五沸，去韭汁，次人l00毫升，煎至三沸，却将原煎韭汁，同一处熬二沸，去滓澄清，放温，徐徐服之。不必尽剂，以吐为度。
盐汤探吐方,宿食,用极咸盐汤三升，热饮一升，刺口令吐宿食使尽，不吐更服，吐迄复饮，三吐乃住，静止。现代用法：将盐用开水调成饱和盐汤，每服200-300ml，服后探吐，以吐尽宿食为度。
盐汤探吐方,脘腹胀疼不舒,用极咸盐汤三升，热饮一升，刺口令吐宿食使尽，不吐更服，吐迄复饮，三吐乃住，静止。现代用法：将盐用开水调成饱和盐汤，每服200-300ml，服后探吐，以吐尽宿食为度。
盐汤探吐方,干霍乱,用极咸盐汤三升，热饮一升，刺口令吐宿食使尽，不吐更服，吐迄复饮，三吐乃住，静止。现代用法：将盐用开水调成饱和盐汤，每服200-300ml，服后探吐，以吐尽宿食为度。
盐汤探吐方,欲吐不得吐,用极咸盐汤三升，热饮一升，刺口令吐宿食使尽，不吐更服，吐迄复饮，三吐乃住，静止。现代用法：将盐用开水调成饱和盐汤，每服200-300ml，服后探吐，以吐尽宿食为度。
盐汤探吐方,欲泻不得泻,用极咸盐汤三升，热饮一升，刺口令吐宿食使尽，不吐更服，吐迄复饮，三吐乃住，静止。现代用法：将盐用开水调成饱和盐汤，每服200-300ml，服后探吐，以吐尽宿食为度。
盐汤探吐方,食厥,用极咸盐汤三升，热饮一升，刺口令吐宿食使尽，不吐更服，吐迄复饮，三吐乃住，静止。现代用法：将盐用开水调成饱和盐汤，每服200-300ml，服后探吐，以吐尽宿食为度。
盐汤探吐方,气厥,用极咸盐汤三升，热饮一升，刺口令吐宿食使尽，不吐更服，吐迄复饮，三吐乃住，静止。现代用法：将盐用开水调成饱和盐汤，每服200-300ml，服后探吐，以吐尽宿食为度。
救急稀涎散,中风闭证,上药共研极细末。每服1～2克，温开水调，灌下。
救急稀涎散,痰涎壅盛,上药共研极细末。每服1～2克，温开水调，灌下。
救急稀涎散,痰声漉漉,上药共研极细末。每服1～2克，温开水调，灌下。
救急稀涎散,不省人事,上药共研极细末。每服1～2克，温开水调，灌下。
救急稀涎散,脉滑实有力,上药共研极细末。每服1～2克，温开水调，灌下。
救急稀涎散,脑外伤致癫,上药共研极细末。每服1～2克，温开水调，灌下。
封髓丹,肾阴不足，相火妄动，夜梦遗精,"上药捣罗为细末，水煮面糊和丸，如梧桐子大。每服50丸，用苁蓉15克，切作片子，酒300毫升，浸一宿，次日煎三四沸，去滓，空腹时送下。
共研为细粉，过罗，用冷水泛为小丸，每16两丸药，用朱砂5钱，滑石3两为衣，闯亮。每服3钱，日服2次，温开水送下。
上为细末，酒糊丸，如梧桐子大。每服50丸，渐加至70-80丸，空心温酒送下。"
封髓丹,肾气虚弱，相火妄动，梦遗滑精，阳关不守,"上药捣罗为细末，水煮面糊和丸，如梧桐子大。每服50丸，用苁蓉15克，切作片子，酒300毫升，浸一宿，次日煎三四沸，去滓，空腹时送下。
共研为细粉，过罗，用冷水泛为小丸，每16两丸药，用朱砂5钱，滑石3两为衣，闯亮。每服3钱，日服2次，温开水送下。
上为细末，酒糊丸，如梧桐子大。每服50丸，渐加至70-80丸，空心温酒送下。"
封髓丹,诸虚,"上药捣罗为细末，水煮面糊和丸，如梧桐子大。每服50丸，用苁蓉15克，切作片子，酒300毫升，浸一宿，次日煎三四沸，去滓，空腹时送下。
共研为细粉，过罗，用冷水泛为小丸，每16两丸药，用朱砂5钱，滑石3两为衣，闯亮。每服3钱，日服2次，温开水送下。
上为细末，酒糊丸，如梧桐子大。每服50丸，渐加至70-80丸，空心温酒送下。"
五子衍宗丸,肾虚腰痛,以上五味，粉碎成细粉，过筛，混匀。每100g粉末用炼蜜35～50g加适量的水泛丸，干燥，制成水蜜丸；或加炼蜜80～90g制成小蜜丸或大蜜丸，即得。口服，水蜜丸一次6g，小蜜丸一次9g，大蜜丸一次1丸，一日2次。上为细末，炼蜜为丸，如梧桐子大。空腹时服90丸，睡前服50丸，温开水或淡盐汤送下，冬月用温酒送下。若惯遗泄者，去车前子，加莲子。
五子衍宗丸,尿后余沥,以上五味，粉碎成细粉，过筛，混匀。每100g粉末用炼蜜35～50g加适量的水泛丸，干燥，制成水蜜丸；或加炼蜜80～90g制成小蜜丸或大蜜丸，即得。口服，水蜜丸一次6g，小蜜丸一次9g，大蜜丸一次1丸，一日2次。上为细末，炼蜜为丸，如梧桐子大。空腹时服90丸，睡前服50丸，温开水或淡盐汤送下，冬月用温酒送下。若惯遗泄者，去车前子，加莲子。
五子衍宗丸,遗精早泄,以上五味，粉碎成细粉，过筛，混匀。每100g粉末用炼蜜35～50g加适量的水泛丸，干燥，制成水蜜丸；或加炼蜜80～90g制成小蜜丸或大蜜丸，即得。口服，水蜜丸一次6g，小蜜丸一次9g，大蜜丸一次1丸，一日2次。上为细末，炼蜜为丸，如梧桐子大。空腹时服90丸，睡前服50丸，温开水或淡盐汤送下，冬月用温酒送下。若惯遗泄者，去车前子，加莲子。
五子衍宗丸,阳痿不育,以上五味，粉碎成细粉，过筛，混匀。每100g粉末用炼蜜35～50g加适量的水泛丸，干燥，制成水蜜丸；或加炼蜜80～90g制成小蜜丸或大蜜丸，即得。口服，水蜜丸一次6g，小蜜丸一次9g，大蜜丸一次1丸，一日2次。上为细末，炼蜜为丸，如梧桐子大。空腹时服90丸，睡前服50丸，温开水或淡盐汤送下，冬月用温酒送下。若惯遗泄者，去车前子，加莲子。
五子衍宗丸,男性不育之弱精,以上五味，粉碎成细粉，过筛，混匀。每100g粉末用炼蜜35～50g加适量的水泛丸，干燥，制成水蜜丸；或加炼蜜80～90g制成小蜜丸或大蜜丸，即得。口服，水蜜丸一次6g，小蜜丸一次9g，大蜜丸一次1丸，一日2次。上为细末，炼蜜为丸，如梧桐子大。空腹时服90丸，睡前服50丸，温开水或淡盐汤送下，冬月用温酒送下。若惯遗泄者，去车前子，加莲子。
五子衍宗丸,遗精,以上五味，粉碎成细粉，过筛，混匀。每100g粉末用炼蜜35～50g加适量的水泛丸，干燥，制成水蜜丸；或加炼蜜80～90g制成小蜜丸或大蜜丸，即得。口服，水蜜丸一次6g，小蜜丸一次9g，大蜜丸一次1丸，一日2次。上为细末，炼蜜为丸，如梧桐子大。空腹时服90丸，睡前服50丸，温开水或淡盐汤送下，冬月用温酒送下。若惯遗泄者，去车前子，加莲子。
五子衍宗丸,少精属肾精不足者,以上五味，粉碎成细粉，过筛，混匀。每100g粉末用炼蜜35～50g加适量的水泛丸，干燥，制成水蜜丸；或加炼蜜80～90g制成小蜜丸或大蜜丸，即得。口服，水蜜丸一次6g，小蜜丸一次9g，大蜜丸一次1丸，一日2次。上为细末，炼蜜为丸，如梧桐子大。空腹时服90丸，睡前服50丸，温开水或淡盐汤送下，冬月用温酒送下。若惯遗泄者，去车前子，加莲子。
五子衍宗丸,勃起功能障碍,以上五味，粉碎成细粉，过筛，混匀。每100g粉末用炼蜜35～50g加适量的水泛丸，干燥，制成水蜜丸；或加炼蜜80～90g制成小蜜丸或大蜜丸，即得。口服，水蜜丸一次6g，小蜜丸一次9g，大蜜丸一次1丸，一日2次。上为细末，炼蜜为丸，如梧桐子大。空腹时服90丸，睡前服50丸，温开水或淡盐汤送下，冬月用温酒送下。若惯遗泄者，去车前子，加莲子。
五子衍宗丸,妇女不孕症,以上五味，粉碎成细粉，过筛，混匀。每100g粉末用炼蜜35～50g加适量的水泛丸，干燥，制成水蜜丸；或加炼蜜80～90g制成小蜜丸或大蜜丸，即得。口服，水蜜丸一次6g，小蜜丸一次9g，大蜜丸一次1丸，一日2次。上为细末，炼蜜为丸，如梧桐子大。空腹时服90丸，睡前服50丸，温开水或淡盐汤送下，冬月用温酒送下。若惯遗泄者，去车前子，加莲子。
五子衍宗丸,滑胎,以上五味，粉碎成细粉，过筛，混匀。每100g粉末用炼蜜35～50g加适量的水泛丸，干燥，制成水蜜丸；或加炼蜜80～90g制成小蜜丸或大蜜丸，即得。口服，水蜜丸一次6g，小蜜丸一次9g，大蜜丸一次1丸，一日2次。上为细末，炼蜜为丸，如梧桐子大。空腹时服90丸，睡前服50丸，温开水或淡盐汤送下，冬月用温酒送下。若惯遗泄者，去车前子，加莲子。
五子衍宗丸,不孕,以上五味，粉碎成细粉，过筛，混匀。每100g粉末用炼蜜35～50g加适量的水泛丸，干燥，制成水蜜丸；或加炼蜜80～90g制成小蜜丸或大蜜丸，即得。口服，水蜜丸一次6g，小蜜丸一次9g，大蜜丸一次1丸，一日2次。上为细末，炼蜜为丸，如梧桐子大。空腹时服90丸，睡前服50丸，温开水或淡盐汤送下，冬月用温酒送下。若惯遗泄者，去车前子，加莲子。
五子衍宗丸,不育,以上五味，粉碎成细粉，过筛，混匀。每100g粉末用炼蜜35～50g加适量的水泛丸，干燥，制成水蜜丸；或加炼蜜80～90g制成小蜜丸或大蜜丸，即得。口服，水蜜丸一次6g，小蜜丸一次9g，大蜜丸一次1丸，一日2次。上为细末，炼蜜为丸，如梧桐子大。空腹时服90丸，睡前服50丸，温开水或淡盐汤送下，冬月用温酒送下。若惯遗泄者，去车前子，加莲子。
缩泉丸,小便频数,为末，丸如梧桐子大，每服9克，盐酒或米饮下。
缩泉丸,小儿遗尿,为末，丸如梧桐子大，每服9克，盐酒或米饮下。
缩泉丸,老人小便不禁,为末，丸如梧桐子大，每服9克，盐酒或米饮下。
缩泉丸,妇女小便不禁,为末，丸如梧桐子大，每服9克，盐酒或米饮下。
缩泉丸,病后小便不禁,为末，丸如梧桐子大，每服9克，盐酒或米饮下。
水陆二仙丹,肾虚遗精不固,将芡实研末，金樱子熬膏，拌和制成丸。每服6～9克，每日2次，盐汤送下
水陆二仙丹,滑精,将芡实研末，金樱子熬膏，拌和制成丸。每服6～9克，每日2次，盐汤送下
水陆二仙丹,白浊,将芡实研末，金樱子熬膏，拌和制成丸。每服6～9克，每日2次，盐汤送下
水陆二仙丹,小便频数,将芡实研末，金樱子熬膏，拌和制成丸。每服6～9克，每日2次，盐汤送下
水陆二仙丹,女子带下,将芡实研末，金樱子熬膏，拌和制成丸。每服6～9克，每日2次，盐汤送下
水陆二仙丹,白带过多,将芡实研末，金樱子熬膏，拌和制成丸。每服6～9克，每日2次，盐汤送下
水陆二仙丹,舌淡苔白,将芡实研末，金樱子熬膏，拌和制成丸。每服6～9克，每日2次，盐汤送下
水陆二仙丹,脉沉弱,将芡实研末，金樱子熬膏，拌和制成丸。每服6～9克，每日2次，盐汤送下
水陆二仙丹,遗精,将芡实研末，金樱子熬膏，拌和制成丸。每服6～9克，每日2次，盐汤送下
水陆二仙丹,膀胱癌,将芡实研末，金樱子熬膏，拌和制成丸。每服6～9克，每日2次，盐汤送下
水陆二仙丹,糖尿病肾病,将芡实研末，金樱子熬膏，拌和制成丸。每服6～9克，每日2次，盐汤送下
水陆二仙丹,妇女阴道炎,将芡实研末，金樱子熬膏，拌和制成丸。每服6～9克，每日2次，盐汤送下
水陆二仙丹,宫颈炎,将芡实研末，金樱子熬膏，拌和制成丸。每服6～9克，每日2次，盐汤送下
桂枝葛根汤,太阳病,"上六味，以水一斗，先煮麻黄、葛根，减二升，去上沫；内诸药；煮取三升，去滓，温服一升。覆取微似汗，不须啜（chuo,吃）粥，余如桂枝法将息及禁忌。"
桂枝葛根汤,项背强几几,"上六味，以水一斗，先煮麻黄、葛根，减二升，去上沫；内诸药；煮取三升，去滓，温服一升。覆取微似汗，不须啜（chuo,吃）粥，余如桂枝法将息及禁忌。"
桂枝葛根汤,汗出恶风,"上六味，以水一斗，先煮麻黄、葛根，减二升，去上沫；内诸药；煮取三升，去滓，温服一升。覆取微似汗，不须啜（chuo,吃）粥，余如桂枝法将息及禁忌。"
桂枝葛根汤,风寒客于太阳经输,"上六味，以水一斗，先煮麻黄、葛根，减二升，去上沫；内诸药；煮取三升，去滓，温服一升。覆取微似汗，不须啜（chuo,吃）粥，余如桂枝法将息及禁忌。"
桂枝葛根汤,营卫不和证,"上六味，以水一斗，先煮麻黄、葛根，减二升，去上沫；内诸药；煮取三升，去滓，温服一升。覆取微似汗，不须啜（chuo,吃）粥，余如桂枝法将息及禁忌。"
桂枝葛根汤,桂枝汤证兼项背强而不舒者,"上六味，以水一斗，先煮麻黄、葛根，减二升，去上沫；内诸药；煮取三升，去滓，温服一升。覆取微似汗，不须啜（chuo,吃）粥，余如桂枝法将息及禁忌。"
建瓯汤,肝阳上亢,磨取铁锈浓水，煎上药服
建瓯汤,头目眩晕,磨取铁锈浓水，煎上药服
建瓯汤,耳鸣目胀,磨取铁锈浓水，煎上药服
建瓯汤,心悸健忘,磨取铁锈浓水，煎上药服
建瓯汤,烦躁不宁,磨取铁锈浓水，煎上药服
建瓯汤,舌强言语不利,磨取铁锈浓水，煎上药服
建瓯汤,口眼歪斜,磨取铁锈浓水，煎上药服
建瓯汤,半身麻木不遂,磨取铁锈浓水，煎上药服
建瓯汤,高血压,磨取铁锈浓水，煎上药服
建瓯汤,脑梗死,磨取铁锈浓水，煎上药服
建瓯汤,心脏神经症,磨取铁锈浓水，煎上药服
建瓯汤,室性期前收缩,磨取铁锈浓水，煎上药服
建瓯汤,出血性鼻窦炎,磨取铁锈浓水，煎上药服
建瓯汤,偏头痛,磨取铁锈浓水，煎上药服
建瓯汤,顽固性呃逆,磨取铁锈浓水，煎上药服
厚朴七物汤,外感表证未罢,上药以水一斗，煮取四升。每服八合，温服日三次
厚朴七物汤,里实已成,上药以水一斗，煮取四升。每服八合，温服日三次
厚朴七物汤,腹满发热,上药以水一斗，煮取四升。每服八合，温服日三次
厚朴七物汤,大便不通,上药以水一斗，煮取四升。每服八合，温服日三次
厚朴七物汤,脉浮而数,上药以水一斗，煮取四升。每服八合，温服日三次
厚朴七物汤,急性胰腺炎,上药以水一斗，煮取四升。每服八合，温服日三次
厚朴七物汤,肠梗阻,上药以水一斗，煮取四升。每服八合，温服日三次
厚朴七物汤,消化不良,上药以水一斗，煮取四升。每服八合，温服日三次
厚朴七物汤,支气管哮喘,上药以水一斗，煮取四升。每服八合，温服日三次
厚朴七物汤,胃扭转,上药以水一斗，煮取四升。每服八合，温服日三次
厚朴七物汤,老年人习惯性便秘（热症）,上药以水一斗，煮取四升。每服八合，温服日三次
厚朴七物汤,痔疮,上药以水一斗，煮取四升。每服八合，温服日三次
厚朴七物汤,慢性结肠炎,上药以水一斗，煮取四升。每服八合，温服日三次
厚朴七物汤,慢性肠胃炎或溃疡,上药以水一斗，煮取四升。每服八合，温服日三次
厚朴七物汤,肠痉挛,上药以水一斗，煮取四升。每服八合，温服日三次
厚朴七物汤,胃痉挛,上药以水一斗，煮取四升。每服八合，温服日三次
厚朴七物汤,幽门水肿,上药以水一斗，煮取四升。每服八合，温服日三次
厚朴七物汤,肠胃型感冒,上药以水一斗，煮取四升。每服八合，温服日三次
生脉饮,久咳伤肺,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,气阴两虚证,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,干咳少痰,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,短气自汗,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,口干舌燥,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,脉虚细,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,暑热耗气伤阴证,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,汗多神疲,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,体倦乏力,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,气短懒言,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,咽干口渴,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,舌干红少苔,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
