prescription,target,usage_method
生脉饮,脉虚数,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,冠心病心绞痛,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,慢性心力衰竭,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,扩张型心肌病,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,缺血性中风,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,非小细胞肺癌,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,心血管系统疾病,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,呼吸系统疾病,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,急危重病属气阴两虚者,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,热病,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,各型休克,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,心律失常,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,复发性气胸,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,心力衰竭,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,克山病,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,失眠,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,新生儿硬肿症,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,原发性血小板减少性紫癜,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,衄血,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,传染性单核细胞增多症,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,糖尿病,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,视神经萎缩,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,虚劳,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,手术后调理,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
生脉饮,预防高原低氧对心肺的损害,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。
龟鹿二仙胶,真元虚损,上药熬成膏。每服初起一钱五分，十日加五分，加至二钱止，空心酒化下，常服乃可；现代用法：初服酒服4.5克，渐加至9克。空腹时服用。
龟鹿二仙胶,精血不足证,上药熬成膏。每服初起一钱五分，十日加五分，加至二钱止，空心酒化下，常服乃可；现代用法：初服酒服4.5克，渐加至9克。空腹时服用。
龟鹿二仙胶,腰膝酸软,上药熬成膏。每服初起一钱五分，十日加五分，加至二钱止，空心酒化下，常服乃可；现代用法：初服酒服4.5克，渐加至9克。空腹时服用。
龟鹿二仙胶,形体消瘦,上药熬成膏。每服初起一钱五分，十日加五分，加至二钱止，空心酒化下，常服乃可；现代用法：初服酒服4.5克，渐加至9克。空腹时服用。
龟鹿二仙胶,两目昏花,上药熬成膏。每服初起一钱五分，十日加五分，加至二钱止，空心酒化下，常服乃可；现代用法：初服酒服4.5克，渐加至9克。空腹时服用。
龟鹿二仙胶,发脱齿摇,上药熬成膏。每服初起一钱五分，十日加五分，加至二钱止，空心酒化下，常服乃可；现代用法：初服酒服4.5克，渐加至9克。空腹时服用。
龟鹿二仙胶,阳痿遗精,上药熬成膏。每服初起一钱五分，十日加五分，加至二钱止，空心酒化下，常服乃可；现代用法：初服酒服4.5克，渐加至9克。空腹时服用。
龟鹿二仙胶,久不孕育,上药熬成膏。每服初起一钱五分，十日加五分，加至二钱止，空心酒化下，常服乃可；现代用法：初服酒服4.5克，渐加至9克。空腹时服用。
龟鹿二仙胶,重症贫血症,上药熬成膏。每服初起一钱五分，十日加五分，加至二钱止，空心酒化下，常服乃可；现代用法：初服酒服4.5克，渐加至9克。空腹时服用。
龟鹿二仙胶,老年性痴呆,上药熬成膏。每服初起一钱五分，十日加五分，加至二钱止，空心酒化下，常服乃可；现代用法：初服酒服4.5克，渐加至9克。空腹时服用。
龟鹿二仙胶,男性精液异常,上药熬成膏。每服初起一钱五分，十日加五分，加至二钱止，空心酒化下，常服乃可；现代用法：初服酒服4.5克，渐加至9克。空腹时服用。
龟鹿二仙胶,青春期崩漏,上药熬成膏。每服初起一钱五分，十日加五分，加至二钱止，空心酒化下，常服乃可；现代用法：初服酒服4.5克，渐加至9克。空腹时服用。
龟鹿二仙胶,血小板减少症,上药熬成膏。每服初起一钱五分，十日加五分，加至二钱止，空心酒化下，常服乃可；现代用法：初服酒服4.5克，渐加至9克。空腹时服用。
龟鹿二仙胶,绝经后妇女不稳定型心绞痛,上药熬成膏。每服初起一钱五分，十日加五分，加至二钱止，空心酒化下，常服乃可；现代用法：初服酒服4.5克，渐加至9克。空腹时服用。
龟鹿二仙胶,自发性气胸,上药熬成膏。每服初起一钱五分，十日加五分，加至二钱止，空心酒化下，常服乃可；现代用法：初服酒服4.5克，渐加至9克。空腹时服用。
龟鹿二仙胶,膝关节骨性关节炎,上药熬成膏。每服初起一钱五分，十日加五分，加至二钱止，空心酒化下，常服乃可；现代用法：初服酒服4.5克，渐加至9克。空腹时服用。
开郁种玉汤,不孕症,水煎服。
开郁种玉汤,月经不调,水煎服。
开郁种玉汤,经前乳房胀痛,水煎服。
开郁种玉汤,肋间神经痛,水煎服。
三甲复脉汤,心律失常,水煎服。
三甲复脉汤,高血压,水煎服。
三甲复脉汤,血管性痴呆,水煎服。
三甲复脉汤,骨质疏松,水煎服。
三甲复脉汤,皮肤瘙痒症,水煎服。
三甲复脉汤,围绝经期综合征,水煎服。
三甲复脉汤,面肌抽搐,水煎服。
三甲复脉汤,脑动脉硬化,水煎服。
三甲复脉汤,脑动脉硬化性头痛,水煎服。
三甲复脉汤,甲状腺功能亢进症,水煎服。
三甲复脉汤,桥本甲状腺炎,水煎服。
二甲复脉汤,温病热邪深入下焦,上药用水800毫升，煮取640毫升，分三次服。
二甲复脉汤,脉象沉数,上药用水800毫升，煮取640毫升，分三次服。
二甲复脉汤,舌干齿黑,上药用水800毫升，煮取640毫升，分三次服。
二甲复脉汤,手指微微蠕动,上药用水800毫升，煮取640毫升，分三次服。
二甲复脉汤,有发痉厥之势,上药用水800毫升，煮取640毫升，分三次服。
二甲复脉汤,痉厥己作,上药用水800毫升，煮取640毫升，分三次服。
一甲复脉汤,下焦温病,上药以水800毫升，煮取300毫升，分二次服。
一甲复脉汤,热邪伤阴,上药以水800毫升，煮取300毫升，分二次服。
一甲复脉汤,大便溏,上药以水800毫升，煮取300毫升，分二次服。
一甲复脉汤,温病后期,上药以水800毫升，煮取300毫升，分二次服。
一甲复脉汤,阴液亏虚证,上药以水800毫升，煮取300毫升，分二次服。
一甲复脉汤,面赤身热,上药以水800毫升，煮取300毫升，分二次服。
一甲复脉汤,手足心热,上药以水800毫升，煮取300毫升，分二次服。
一甲复脉汤,口舌干燥,上药以水800毫升，煮取300毫升，分二次服。
一甲复脉汤,神疲乏力,上药以水800毫升，煮取300毫升，分二次服。
一甲复脉汤,大便溏泄,上药以水800毫升，煮取300毫升，分二次服。
一甲复脉汤,舌质鲜红,上药以水800毫升，煮取300毫升，分二次服。
一甲复脉汤,脉虚大,上药以水800毫升，煮取300毫升，分二次服。
一甲复脉汤,内科杂病,上药以水800毫升，煮取300毫升，分二次服。
一甲复脉汤,温热病后期阴液亏虚证,上药以水800毫升，煮取300毫升，分二次服。
一甲复脉汤,甲状腺功能亢进致心悸不宁,上药以水800毫升，煮取300毫升，分二次服。
一甲复脉汤,夜不能寐,上药以水800毫升，煮取300毫升，分二次服。
助仙丹,脾肾两虚所致的闭经,水煎服。
助仙丹,月经数月一行,水煎服。
助仙丹,量多或量少,水煎服。
助仙丹,色淡,水煎服。
助仙丹,质稀,水煎服。
助仙丹,倦怠乏力,水煎服。
助仙丹,气短神疲,水煎服。
助仙丹,纳呆便溏,水煎服。
助仙丹,头晕耳鸣,水煎服。
助仙丹,腰膝酸楚,水煎服。
助仙丹,夜间尿频,水煎服。
益经汤,妇女心、肝、脾经气郁,水煎服
益经汤,年未七七，经水先断者,水煎服
益经汤,闭经,水煎服
益经汤,月经量渐少,水煎服
益经汤,周期不定而至停闭,水煎服
益经汤,腰膝酸软,水煎服
益经汤,头晕耳鸣,水煎服
益经汤,失眠健忘,水煎服
益经汤,心悸怔忡,水煎服
益经汤,少腹胀满,水煎服
益经汤,食少便溏,水煎服
益经汤,心烦易怒,水煎服
理中汤,脾胃虚寒证,水煎服，也可炼蜜为丸，名理中丸。
理中汤,自利不渴,水煎服，也可炼蜜为丸，名理中丸。
理中汤,呕吐腹痛,水煎服，也可炼蜜为丸，名理中丸。
理中汤,腹满不食,水煎服，也可炼蜜为丸，名理中丸。
理中汤,中寒霍乱,水煎服，也可炼蜜为丸，名理中丸。
理中汤,阳虚失血,水煎服，也可炼蜜为丸，名理中丸。
理中汤,吐血,水煎服，也可炼蜜为丸，名理中丸。
理中汤,便血,水煎服，也可炼蜜为丸，名理中丸。
理中汤,崩漏,水煎服，也可炼蜜为丸，名理中丸。
理中汤,胸痞虚证,水煎服，也可炼蜜为丸，名理中丸。
理中汤,胸痛彻背,水煎服，也可炼蜜为丸，名理中丸。
理中汤,倦怠少气,水煎服，也可炼蜜为丸，名理中丸。
理中汤,四肢不温,水煎服，也可炼蜜为丸，名理中丸。
理中汤,急、慢性胃炎,水煎服，也可炼蜜为丸，名理中丸。
理中汤,胃窦炎,水煎服，也可炼蜜为丸，名理中丸。
理中汤,溃疡病,水煎服，也可炼蜜为丸，名理中丸。
理中汤,胃下垂,水煎服，也可炼蜜为丸，名理中丸。
理中汤,慢性肝炎,水煎服，也可炼蜜为丸，名理中丸。
麻黄附子甘草汤,少阴病,上三味，以水七升，先煮麻黄一两沸，去上沫，内诸药，煮取三升，去滓。温服一升，日三服。
麻黄附子甘草汤,恶寒身疼,上三味，以水七升，先煮麻黄一两沸，去上沫，内诸药，煮取三升，去滓。温服一升，日三服。
麻黄附子甘草汤,无汗,上三味，以水七升，先煮麻黄一两沸，去上沫，内诸药，煮取三升，去滓。温服一升，日三服。
麻黄附子甘草汤,微发热,上三味，以水七升，先煮麻黄一两沸，去上沫，内诸药，煮取三升，去滓。温服一升，日三服。
麻黄附子甘草汤,脉沉微,上三味，以水七升，先煮麻黄一两沸，去上沫，内诸药，煮取三升，去滓。温服一升，日三服。
麻黄附子甘草汤,心动过缓,上三味，以水七升，先煮麻黄一两沸，去上沫，内诸药，煮取三升，去滓。温服一升，日三服。
麻黄附子甘草汤,心肌缺血,上三味，以水七升，先煮麻黄一两沸，去上沫，内诸药，煮取三升，去滓。温服一升，日三服。
麻黄附子甘草汤,风湿性心脏病,上三味，以水七升，先煮麻黄一两沸，去上沫，内诸药，煮取三升，去滓。温服一升，日三服。
麻黄附子甘草汤,坐骨神经痛,上三味，以水七升，先煮麻黄一两沸，去上沫，内诸药，煮取三升，去滓。温服一升，日三服。
麻黄附子甘草汤,神经性头痛,上三味，以水七升，先煮麻黄一两沸，去上沫，内诸药，煮取三升，去滓。温服一升，日三服。
桂枝加附子汤,伤寒表阳虚弱,水煎服
桂枝加附子汤,恶风发热,水煎服
桂枝加附子汤,汗漏不止,水煎服
桂枝加附子汤,四肢微急,水煎服
桂枝加附子汤,难以屈伸,水煎服
桂枝加附子汤,小便难,水煎服
桂枝加附子汤,盗汗,水煎服
桂枝加附子汤,慢性鼻炎,水煎服
桂枝加附子汤,疼痛,水煎服
桂枝加附子汤,室性早搏,水煎服
桂枝加附子汤,更年期综合征,水煎服
桂枝加附子汤,漏汗,水煎服
桂枝加附子汤,自汗,水煎服
桂枝加附子汤,遗尿,水煎服
桂枝加附子汤,鼻衄,水煎服
桂枝加附子汤,头痛,水煎服
桂枝加附子汤,性功能减退,水煎服
桂枝加附子汤,低热,水煎服
桂枝加附子汤,不寐,水煎服
桂枝加附子汤,瘾疹,水煎服
导痰汤,痰厥,上药㕮咀，每服四钱(12克)，水二盏，生姜十片，煎至八分，去滓，温服，食后
导痰汤,头目眩晕,上药㕮咀，每服四钱(12克)，水二盏，生姜十片，煎至八分，去滓，温服，食后
导痰汤,痰饮壅盛,上药㕮咀，每服四钱(12克)，水二盏，生姜十片，煎至八分，去滓，温服，食后
导痰汤,胸膈痞塞,上药㕮咀，每服四钱(12克)，水二盏，生姜十片，煎至八分，去滓，温服，食后
导痰汤,胁肋胀满,上药㕮咀，每服四钱(12克)，水二盏，生姜十片，煎至八分，去滓，温服，食后
导痰汤,头痛吐逆,上药㕮咀，每服四钱(12克)，水二盏，生姜十片，煎至八分，去滓，温服，食后
导痰汤,喘急痰嗽,上药㕮咀，每服四钱(12克)，水二盏，生姜十片，煎至八分，去滓，温服，食后
导痰汤,涕唾稠黏,上药㕮咀，每服四钱(12克)，水二盏，生姜十片，煎至八分，去滓，温服，食后
导痰汤,坐卧不安,上药㕮咀，每服四钱(12克)，水二盏，生姜十片，煎至八分，去滓，温服，食后
导痰汤,不思饮食,上药㕮咀，每服四钱(12克)，水二盏，生姜十片，煎至八分，去滓，温服，食后
导痰汤,脑卒中,上药㕮咀，每服四钱(12克)，水二盏，生姜十片，煎至八分，去滓，温服，食后
导痰汤,卒中后抑郁症,上药㕮咀，每服四钱(12克)，水二盏，生姜十片，煎至八分，去滓，温服，食后
导痰汤,心绞痛,上药㕮咀，每服四钱(12克)，水二盏，生姜十片，煎至八分，去滓，温服，食后
导痰汤,慢性胃炎,上药㕮咀，每服四钱(12克)，水二盏，生姜十片，煎至八分，去滓，温服，食后
导痰汤,颈椎病,上药㕮咀，每服四钱(12克)，水二盏，生姜十片，煎至八分，去滓，温服，食后
导痰汤,椎基底动脉供血不足,上药㕮咀，每服四钱(12克)，水二盏，生姜十片，煎至八分，去滓，温服，食后
导痰汤,非酒精性脂肪肝,上药㕮咀，每服四钱(12克)，水二盏，生姜十片，煎至八分，去滓，温服，食后
导痰汤,高脂血症,上药㕮咀，每服四钱(12克)，水二盏，生姜十片，煎至八分，去滓，温服，食后
导痰汤,慢性精神分裂症,上药㕮咀，每服四钱(12克)，水二盏，生姜十片，煎至八分，去滓，温服，食后
导痰汤,肥胖型糖耐量异常,上药㕮咀，每服四钱(12克)，水二盏，生姜十片，煎至八分，去滓，温服，食后
导痰汤,不孕症,上药㕮咀，每服四钱(12克)，水二盏，生姜十片，煎至八分，去滓，温服，食后
导痰汤,复发性多软骨炎,上药㕮咀，每服四钱(12克)，水二盏，生姜十片，煎至八分，去滓，温服，食后
导痰汤,帕金森病,上药㕮咀，每服四钱(12克)，水二盏，生姜十片，煎至八分，去滓，温服，食后
麻桂各半汤,急慢性荨麻疹,"水煎2~3次，分2~3次服下,1日1剂.
生姜为引，水煎服。
水煎服。"
麻桂各半汤,咳嗽,"水煎2~3次，分2~3次服下,1日1剂.
生姜为引，水煎服。
水煎服。"
麻桂各半汤,大喘气,"水煎2~3次，分2~3次服下,1日1剂.
生姜为引，水煎服。
水煎服。"
麻桂各半汤,过敏性鼻炎,"水煎2~3次，分2~3次服下,1日1剂.
生姜为引，水煎服。
水煎服。"
麻桂各半汤,颈椎病,"水煎2~3次，分2~3次服下,1日1剂.
生姜为引，水煎服。
水煎服。"
麻桂各半汤,寻常型银屑病,"水煎2~3次，分2~3次服下,1日1剂.
生姜为引，水煎服。
水煎服。"
麻桂各半汤,尿毒症,"水煎2~3次，分2~3次服下,1日1剂.
生姜为引，水煎服。
水煎服。"
麻桂各半汤,风寒伴腹痛型荨麻疹,"水煎2~3次，分2~3次服下,1日1剂.
生姜为引，水煎服。
水煎服。"
麻桂各半汤,痱子,"水煎2~3次，分2~3次服下,1日1剂.
生姜为引，水煎服。
水煎服。"
麻桂各半汤,瘾疹,"水煎2~3次，分2~3次服下,1日1剂.
生姜为引，水煎服。
水煎服。"
麻桂各半汤,皮肤瘙痒症,"水煎2~3次，分2~3次服下,1日1剂.
生姜为引，水煎服。
水煎服。"
麻桂各半汤,痒疹,"水煎2~3次，分2~3次服下,1日1剂.
生姜为引，水煎服。
水煎服。"
升麻葛根汤,麻疹初起,上为粗末。每服三钱（9克），用水一盏半，煎取一中盏，去滓，稍热服，不拘时候，一日二三次。以病气去，身清凉为度（现代用法：作汤剂，水煎服，用量按原方比例酌减）。
升麻葛根汤,疹发不出,上为粗末。每服三钱（9克），用水一盏半，煎取一中盏，去滓，稍热服，不拘时候，一日二三次。以病气去，身清凉为度（现代用法：作汤剂，水煎服，用量按原方比例酌减）。
升麻葛根汤,身热头痛,上为粗末。每服三钱（9克），用水一盏半，煎取一中盏，去滓，稍热服，不拘时候，一日二三次。以病气去，身清凉为度（现代用法：作汤剂，水煎服，用量按原方比例酌减）。
升麻葛根汤,咳嗽,上为粗末。每服三钱（9克），用水一盏半，煎取一中盏，去滓，稍热服，不拘时候，一日二三次。以病气去，身清凉为度（现代用法：作汤剂，水煎服，用量按原方比例酌减）。
升麻葛根汤,目赤流泪,上为粗末。每服三钱（9克），用水一盏半，煎取一中盏，去滓，稍热服，不拘时候，一日二三次。以病气去，身清凉为度（现代用法：作汤剂，水煎服，用量按原方比例酌减）。
升麻葛根汤,口渴,上为粗末。每服三钱（9克），用水一盏半，煎取一中盏，去滓，稍热服，不拘时候，一日二三次。以病气去，身清凉为度（现代用法：作汤剂，水煎服，用量按原方比例酌减）。
升麻葛根汤,舌红,上为粗末。每服三钱（9克），用水一盏半，煎取一中盏，去滓，稍热服，不拘时候，一日二三次。以病气去，身清凉为度（现代用法：作汤剂，水煎服，用量按原方比例酌减）。
升麻葛根汤,苔薄而干,上为粗末。每服三钱（9克），用水一盏半，煎取一中盏，去滓，稍热服，不拘时候，一日二三次。以病气去，身清凉为度（现代用法：作汤剂，水煎服，用量按原方比例酌减）。
升麻葛根汤,脉浮数,上为粗末。每服三钱（9克），用水一盏半，煎取一中盏，去滓，稍热服，不拘时候，一日二三次。以病气去，身清凉为度（现代用法：作汤剂，水煎服，用量按原方比例酌减）。
升麻葛根汤,带状疱疹,上为粗末。每服三钱（9克），用水一盏半，煎取一中盏，去滓，稍热服，不拘时候，一日二三次。以病气去，身清凉为度（现代用法：作汤剂，水煎服，用量按原方比例酌减）。
升麻葛根汤,单纯性疮疹,上为粗末。每服三钱（9克），用水一盏半，煎取一中盏，去滓，稍热服，不拘时候，一日二三次。以病气去，身清凉为度（现代用法：作汤剂，水煎服，用量按原方比例酌减）。
升麻葛根汤,水痘,上为粗末。每服三钱（9克），用水一盏半，煎取一中盏，去滓，稍热服，不拘时候，一日二三次。以病气去，身清凉为度（现代用法：作汤剂，水煎服，用量按原方比例酌减）。
升麻葛根汤,腹泻,上为粗末。每服三钱（9克），用水一盏半，煎取一中盏，去滓，稍热服，不拘时候，一日二三次。以病气去，身清凉为度（现代用法：作汤剂，水煎服，用量按原方比例酌减）。
升麻葛根汤,急性细菌性痢疾,上为粗末。每服三钱（9克），用水一盏半，煎取一中盏，去滓，稍热服，不拘时候，一日二三次。以病气去，身清凉为度（现代用法：作汤剂，水煎服，用量按原方比例酌减）。
海浮散,疮疡溃后，脓毒将尽,放箬皮上去净油，研为极细末。掺患处。恶肉自消。
海浮散,乳癌溃破,放箬皮上去净油，研为极细末。掺患处。恶肉自消。
葶苈大枣泻肺汤,肺痈喘不得卧,水煎服。
葶苈大枣泻肺汤,痰涎壅盛,水煎服。
葶苈大枣泻肺汤,咳喘胸胀不得卧,水煎服。
葶苈大枣泻肺汤,一身面目浮肿,水煎服。
葶苈大枣泻肺汤,鼻塞清涕出,水煎服。
葶苈大枣泻肺汤,不闻香臭酸辛,水煎服。
葶苈大枣泻肺汤,咳逆上气,水煎服。
葶苈大枣泻肺汤,喘鸣迫塞,水煎服。
葶苈大枣泻肺汤,支饮胸满,水煎服。
葶苈大枣泻肺汤,心悸,水煎服。
葶苈大枣泻肺汤,面目浮肿,水煎服。
葶苈大枣泻肺汤,苔腻,水煎服。
葶苈大枣泻肺汤,脉弦滑,水煎服。
葶苈大枣泻肺汤,病毒性肺炎,水煎服。
葶苈大枣泻肺汤,肺心病,水煎服。
葶苈大枣泻肺汤,结核性胸腔积液,水煎服。
葶苈大枣泻肺汤,心力衰竭,水煎服。
